#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
EP300	2033	0.8395	1.0000	0.9903	0.8395	0.5152	0.0000	0.0000	0.8395	1.0000	0	Rubinstein-Taybi syndrome 2 (OMIM:613684): Intellectual disability, moderate (HP:0002342)-Intellectual disability, mild (HP:0001256), Highly arched eyebrow (HP:0002553)-Long eyelashes (HP:0000527), Downslanted palpebral fissures (HP:0000494)-Downslanted palpebral fissures (HP:0000494), Prominent nose (HP:0000448)-Prominent nose (HP:0000448), Micrognathia (HP:0000347)-Micrognathia (HP:0000347), Broad thumb (HP:0011304)-Broad thumb (HP:0011304), 	Highly arched eyebrow (HP:0002553)-microphthalmia (MP:0001297), Downslanted palpebral fissures (HP:0000494)-microphthalmia (MP:0001297), Prominent nose (HP:0000448)-abnormal facial morphology (MP:0003743), Micrognathia (HP:0000347)-abnormal facial morphology (MP:0003743), 				
CPLANE2	79363	0.8033	0.9929	0.9849	0.0000	0.8033	0.0000	0.5384	0.8033	1.0000	0		Highly arched eyebrow (HP:0002553)-anophthalmia (MP:0001293), Downslanted palpebral fissures (HP:0000494)-anophthalmia (MP:0001293), Prominent nose (HP:0000448)-micrognathia (MP:0002639), Micrognathia (HP:0000347)-micrognathia (MP:0002639), Broad thumb (HP:0011304)-polydactyly (MP:0000562), 		Proximity to FUZ associated with Caudal regression sequence (ORPHA:3027): Prominent nose (HP:0000448)-Pulmonary hypoplasia (HP:0002089), Micrognathia (HP:0000347)-Aplasia/Hypoplasia of the sacrum (HP:0008517), Broad thumb (HP:0011304)-Missing ribs (HP:0000921), 	Proximity to FUZ Highly arched eyebrow (HP:0002553)-anophthalmia (MP:0001293), Downslanted palpebral fissures (HP:0000494)-anophthalmia (MP:0001293), Prominent nose (HP:0000448)-abnormal palate development (MP:0009653), Micrognathia (HP:0000347)-mandible hypoplasia (MP:0000460), 	
SMARCA4	6597	0.7824	0.9895	0.9808	0.6426	0.7824	0.0000	0.5161	0.7824	1.0000	0	Coffin-Siris syndrome 4 (OMIM:614609): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Thick eyebrow (HP:0000574), Downslanted palpebral fissures (HP:0000494)-Thick eyebrow (HP:0000574), Prominent nose (HP:0000448)-Wide nose (HP:0000445), Micrognathia (HP:0000347)-Dandy-Walker malformation (HP:0001305), Broad thumb (HP:0011304)-Aplasia/Hypoplasia of the distal phalanges of the hand (HP:0009835), 	Highly arched eyebrow (HP:0002553)-anophthalmia (MP:0001293), Downslanted palpebral fissures (HP:0000494)-anophthalmia (MP:0001293), Prominent nose (HP:0000448)-micrognathia (MP:0002639), Micrognathia (HP:0000347)-micrognathia (MP:0002639), 		Proximity to DPF2 associated with Coffin-Siris syndrome 7 (OMIM:618027): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Thick eyebrow (HP:0000574), Downslanted palpebral fissures (HP:0000494)-Downslanted palpebral fissures (HP:0000494), Prominent nose (HP:0000448)-Depressed nasal bridge (HP:0005280), Micrognathia (HP:0000347)-Microdontia (HP:0000691), Broad thumb (HP:0011304)-Clinodactyly (HP:0030084), 	Proximity to DPF2 Highly arched eyebrow (HP:0002553)-pallor (MP:0003717), Broad thumb (HP:0011304)-abnormal limb morphology (MP:0002109), 	
GABRA2	2555	0.6494	0.9973	0.9322	0.6494	0.4256	0.0000	0.5095	0.6494	1.0000	0	Undetermined early-onset epileptic encephalopathy (ORPHA:442835): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Ptosis (HP:0000508), Downslanted palpebral fissures (HP:0000494)-Downslanted palpebral fissures (HP:0000494), Micrognathia (HP:0000347)-Hypodontia (HP:0000668), 	Intellectual disability, moderate (HP:0002342)-trunk curl (MP:0001512), Highly arched eyebrow (HP:0002553)-corneal opacity (MP:0001314), Downslanted palpebral fissures (HP:0000494)-corneal opacity (MP:0001314), 		Proximity to GABRB2 associated with Undetermined early-onset epileptic encephalopathy (ORPHA:442835): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Ptosis (HP:0000508), Downslanted palpebral fissures (HP:0000494)-Downslanted palpebral fissures (HP:0000494), Micrognathia (HP:0000347)-Hypodontia (HP:0000668), 	Proximity to GABRB2 Intellectual disability, moderate (HP:0002342)-abnormal behavioral response to xenobiotic (MP:0009745), 	
LRP6	4040	0.7253	0.8368	0.8739	0.5336	0.7253	0.0000	0.5277	0.7253	1.0000	0	Oligodontia (ORPHA:99798): Micrognathia (HP:0000347)-Micrognathia (HP:0000347), 	Highly arched eyebrow (HP:0002553)-anophthalmia (MP:0001293), Downslanted palpebral fissures (HP:0000494)-anophthalmia (MP:0001293), Prominent nose (HP:0000448)-abnormal nose morphology (MP:0002233), Micrognathia (HP:0000347)-abnormal tooth development (MP:0000116), Broad thumb (HP:0011304)-abnormal caudal vertebrae morphology (MP:0002759), 		Proximity to ANTXR1 associated with GAPO syndrome (OMIM:230740): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Sparse eyebrow (HP:0045075), Downslanted palpebral fissures (HP:0000494)-Sparse eyebrow (HP:0045075), Prominent nose (HP:0000448)-Depressed nasal bridge (HP:0005280), Micrognathia (HP:0000347)-Micrognathia (HP:0000347), Broad thumb (HP:0011304)-Nail dysplasia (HP:0002164), 	Proximity to ANTXR1 Prominent nose (HP:0000448)-abnormal tooth development (MP:0000116), Micrognathia (HP:0000347)-abnormal tooth development (MP:0000116), Broad thumb (HP:0011304)-abnormal long bone metaphysis morphology (MP:0000133), 	
LGR4	55366	0.6076	0.9674	0.8713	0.0000	0.6076	0.0000	0.5152	0.6076	1.0000	0		Highly arched eyebrow (HP:0002553)-eyelids open at birth (MP:0001302), Downslanted palpebral fissures (HP:0000494)-eyelids open at birth (MP:0001302), 		Proximity to RSPO2 associated with Tetraamelia-multiple malformations syndrome (ORPHA:3301): Highly arched eyebrow (HP:0002553)-Aplasia/Hypoplasia of the nipples (HP:0006709), Prominent nose (HP:0000448)-Aplasia/Hypoplasia involving the nose (HP:0009924), Micrognathia (HP:0000347)-Micrognathia (HP:0000347), Broad thumb (HP:0011304)-Missing ribs (HP:0000921), 	Proximity to RSPO2 Highly arched eyebrow (HP:0002553)-absence of all nails (MP:0008494), Prominent nose (HP:0000448)-decreased tongue size (MP:0009907), Micrognathia (HP:0000347)-small mandible (MP:0004592), Broad thumb (HP:0011304)-abnormal phalanx morphology (MP:0005306), 	Proximity to RSPO2 Micrognathia (HP:0000347)-abnormal(ly) hypoplastic hemal arch (ZP:0012191), Broad thumb (HP:0011304)-abnormal(ly) hypoplastic rib (ZP:0012192), 
MUC5AC	4586	0.5798	0.9938	0.8659	0.0000	0.5798	0.0000	0.0000	0.5798	1.0000	0		Highly arched eyebrow (HP:0002553)-abnormal conjunctiva goblet cell morphology (MP:0012164), Downslanted palpebral fissures (HP:0000494)-abnormal conjunctiva goblet cell morphology (MP:0012164), 				
MTOR	2475	0.6916	0.8309	0.8223	0.6916	0.0000	0.0000	0.5073	0.6916	1.0000	0	Smith-Kingsmore syndrome (OMIM:616638): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Curly hair (HP:0002212), Downslanted palpebral fissures (HP:0000494)-Downslanted palpebral fissures (HP:0000494), Prominent nose (HP:0000448)-Short nose (HP:0003196), Micrognathia (HP:0000347)-Short chin (HP:0000331), Broad thumb (HP:0011304)-Short proximal phalanx of finger (HP:0010241), 			Proximity to IGBP1 associated with Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome (ORPHA:52055): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Downslanted palpebral fissures (HP:0000494), Downslanted palpebral fissures (HP:0000494)-Downslanted palpebral fissures (HP:0000494), Prominent nose (HP:0000448)-Choanal atresia (HP:0000453), Micrognathia (HP:0000347)-Retrognathia (HP:0000278), Broad thumb (HP:0011304)-Pectus excavatum (HP:0000767), 		
CADPS2	93664	0.5369	0.9973	0.8102	0.0000	0.3851	0.0000	0.5369	0.5369	1.0000	0		Intellectual disability, moderate (HP:0002342)-abnormal spatial reference memory (MP:0008414), 		Proximity to AUTS2 associated with Autism spectrum disorder due to AUTS2 deficiency (ORPHA:352490): Intellectual disability, moderate (HP:0002342)-Intellectual disability (HP:0001249), Highly arched eyebrow (HP:0002553)-Highly arched eyebrow (HP:0002553), Downslanted palpebral fissures (HP:0000494)-Upslanted palpebral fissure (HP:0000582), Prominent nose (HP:0000448)-Anteverted nares (HP:0000463), Micrognathia (HP:0000347)-Micrognathia (HP:0000347), Broad thumb (HP:0011304)-Joint contracture of the 5th finger (HP:0009183), 	Proximity to AUTS2 Intellectual disability, moderate (HP:0002342)-abnormal long term object recognition memory (MP:0002801), 	
ZNF280A	129025	0.5355	0.9940	0.8032	0.0000	0.0000	0.0000	0.5355	0.5355	1.0000	0				Proximity to QRICH1 associated with Ververi-Brady syndrome (OMIM:617982): Intellectual disability, moderate (HP:0002342)-Intellectual disability, mild (HP:0001256), Highly arched eyebrow (HP:0002553)-Upslanted palpebral fissure (HP:0000582), Downslanted palpebral fissures (HP:0000494)-Upslanted palpebral fissure (HP:0000582), Prominent nose (HP:0000448)-Prominent nose (HP:0000448), 	Proximity to QRICH1 Prominent nose (HP:0000448)-cleft palate (MP:0000111), Micrognathia (HP:0000347)-cleft palate (MP:0000111), 	
