#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
SCN9A	6335	0.5554	1.0000	0.8415	0.5554	0.0000	0.0000	0.0000	0.5554	1.0000	0	Primary erythromelalgia (ORPHA:90026): Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), 					
GPAT3	84803	0.5040	0.9949	0.7479	0.0000	0.2016	0.0000	0.5040	0.5040	1.0000	0		Exocrine pancreatic insufficiency (HP:0001738)-increased liver weight (MP:0002981), 		Proximity to LPIN2 associated with Majeed syndrome (ORPHA:77297): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Pulmonary infiltrates (HP:0002113), Recurrent respiratory infections (HP:0002205)-Pulmonary infiltrates (HP:0002113), Exocrine pancreatic insufficiency (HP:0001738)-Malabsorption (HP:0002024), 	Proximity to LPIN2 Exocrine pancreatic insufficiency (HP:0001738)-increased liver triglyceride level (MP:0009355), 	
RBFOX1	54715	0.5000	0.9984	0.7462	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SMAD4 associated with Familial pancreatic carcinoma (ORPHA:1333): Malabsorption (HP:0002024)-Functional intestinal obstruction (HP:0005249), Recurrent respiratory infections (HP:0002205)-Peritoneal abscess (HP:0100592), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 	Proximity to SMAD4 Malabsorption (HP:0002024)-abnormal large intestine morphology (MP:0000489), Pulmonary fibrosis (HP:0002206)-increased lung tumor incidence (MP:0008014), Recurrent respiratory infections (HP:0002205)-increased lung tumor incidence (MP:0008014), Exocrine pancreatic insufficiency (HP:0001738)-abnormal large intestine morphology (MP:0000489), 	
SMYD3	64754	0.5000	0.9932	0.7371	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ATP7A associated with Menkes disease (ORPHA:565): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Recurrent respiratory infections (HP:0002205)-Sepsis (HP:0100806), Exocrine pancreatic insufficiency (HP:0001738)-Nausea and vomiting (HP:0002017), 	Proximity to ATP7A Pulmonary fibrosis (HP:0002206)-dilated respiratory conducting tubes (MP:0010856), Recurrent respiratory infections (HP:0002205)-dilated respiratory conducting tubes (MP:0010856), 	
RGPD1	400966	0.5000	0.9842	0.7207	0.0000	0.2817	0.0000	0.5000	0.5000	1.0000	0		Pulmonary fibrosis (HP:0002206)-increased lung carcinoma incidence (MP:0008714), Recurrent respiratory infections (HP:0002205)-increased lung carcinoma incidence (MP:0008714), 		Proximity to NUP107 associated with 46,XX gonadal dysgenesis (ORPHA:243): Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Pulmonary fibrosis (HP:0002206), Exocrine pancreatic insufficiency (HP:0001738)-Premature ovarian insufficiency (HP:0008209), 		Proximity to NUP107 Malabsorption (HP:0002024)-abnormal(ly) decreased size intestine (ZP:0001794), Pulmonary fibrosis (HP:0002206)-abnormal(ly) decreased width pharynx (ZP:0007256), Recurrent respiratory infections (HP:0002205)-abnormal(ly) decreased width pharynx (ZP:0007256), 
DLC1	10395	0.5006	0.9773	0.7089	0.3050	0.0000	0.0000	0.5006	0.5006	1.0000	0	Colorectal cancer, somatic (OMIM:114500): Malabsorption (HP:0002024)-Hereditary nonpolyposis colorectal carcinoma (HP:0006716), 			Proximity to FAM13A associated with Idiopathic pulmonary fibrosis (ORPHA:2032): Malabsorption (HP:0002024)-Gastroesophageal reflux (HP:0002020), Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Pulmonary fibrosis (HP:0002206), Exocrine pancreatic insufficiency (HP:0001738)-Gastroesophageal reflux (HP:0002020), 		
OR8U1	219417	0.5001	0.9701	0.6940	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PALLD associated with Familial pancreatic carcinoma (ORPHA:1333): Malabsorption (HP:0002024)-Functional intestinal obstruction (HP:0005249), Recurrent respiratory infections (HP:0002205)-Peritoneal abscess (HP:0100592), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 		
TOP2B	7155	0.5021	0.9533	0.6650	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0				Proximity to MSH6 associated with Lynch syndrome (ORPHA:144): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Exocrine pancreatic insufficiency (HP:0001738)-Pancreatic adenocarcinoma (HP:0006725), 	Proximity to MSH6 Malabsorption (HP:0002024)-increased gastrointestinal tumor incidence (MP:0010279), Exocrine pancreatic insufficiency (HP:0001738)-increased gastrointestinal tumor incidence (MP:0010279), 	
DCHS2	54798	0.5001	0.7966	0.3155	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to FAT4 associated with Hennekam syndrome (ORPHA:2136): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Malabsorption (HP:0002024), 	Proximity to FAT4 Malabsorption (HP:0002024)-abnormal intestine morphology (MP:0000477), Pulmonary fibrosis (HP:0002206)-small lung (MP:0003641), Recurrent respiratory infections (HP:0002205)-small lung (MP:0003641), Exocrine pancreatic insufficiency (HP:0001738)-abnormal intestine morphology (MP:0000477), 	
CDHR5	53841	0.5000	0.7434	0.2204	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0					Proximity to AHCYL1 Malabsorption (HP:0002024)-abnormal exocrine pancreas physiology (MP:0010148), Exocrine pancreatic insufficiency (HP:0001738)-abnormal exocrine pancreas physiology (MP:0010148), 	
