#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
PKP2	5318	0.5195	0.9999	0.7850	0.1922	0.0000	0.0000	0.5195	0.5195	1.0000	0	Arrhythmogenic right ventricular dysplasia 9 (OMIM:609040): Eczema (HP:0000964)-Dilatation (HP:0002617), Atopic dermatitis (HP:0001047)-Dilatation (HP:0002617), 				Proximity to DSC1 Eczema (HP:0000964)-dermatitis (MP:0001194), Atopic dermatitis (HP:0001047)-dermatitis (MP:0001194), Recurrent skin infections (HP:0001581)-dermatitis (MP:0001194), Gastrointestinal inflammation (HP:0004386)-dermatitis (MP:0001194), Pneumonia (HP:0002090)-dermatitis (MP:0001194), 	
SENP3	26168	0.5071	1.0000	0.7625	0.0000	0.0000	0.0000	0.5071	0.5071	1.0000	0				Proximity to KANSL1 associated with Koolen-De Vries syndrome (OMIM:610443): Eczema (HP:0000964)-Eczema (HP:0000964), Atopic dermatitis (HP:0001047)-Eczema (HP:0000964), Recurrent skin infections (HP:0001581)-Eczema (HP:0000964), Gastrointestinal inflammation (HP:0004386)-Eczema (HP:0000964), Pneumonia (HP:0002090)-Eczema (HP:0000964), Recurrent respiratory infections (HP:0002205)-Laryngomalacia (HP:0001601), 	Proximity to KANSL1 Eczema (HP:0000964)-abnormal coat/hair pigmentation (MP:0002075), Atopic dermatitis (HP:0001047)-abnormal coat/hair pigmentation (MP:0002075), Recurrent skin infections (HP:0001581)-abnormal coat/hair pigmentation (MP:0002075), 	
PITPNM3	83394	0.5072	0.9992	0.7614	0.0000	0.0000	0.0000	0.5072	0.5072	1.0000	0					Proximity to CCL18 Eczema (HP:0000964)-cecum inflammation (MP:0009481), Atopic dermatitis (HP:0001047)-cecum inflammation (MP:0009481), Recurrent skin infections (HP:0001581)-cecum inflammation (MP:0009481), Gastrointestinal inflammation (HP:0004386)-cecum inflammation (MP:0009481), Pneumonia (HP:0002090)-cecum inflammation (MP:0009481), Recurrent respiratory infections (HP:0002205)-decreased susceptibility to bacterial infection (MP:0002411), 	
MAML1	9794	0.5016	1.0000	0.7521	0.0000	0.0000	0.0000	0.5016	0.5016	1.0000	0					Proximity to E2F3 Eczema (HP:0000964)-lung inflammation (MP:0001861), Atopic dermatitis (HP:0001047)-lung inflammation (MP:0001861), Recurrent skin infections (HP:0001581)-lung inflammation (MP:0001861), Gastrointestinal inflammation (HP:0004386)-lung inflammation (MP:0001861), Pneumonia (HP:0002090)-lung inflammation (MP:0001861), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
RERE	473	0.5001	0.9991	0.7476	0.3310	0.2752	0.0000	0.5001	0.5001	1.0000	0	1p36 deletion syndrome (ORPHA:1606): Eczema (HP:0000964)-Abnormality of the spleen (HP:0001743), Atopic dermatitis (HP:0001047)-Abnormality of the spleen (HP:0001743), Recurrent skin infections (HP:0001581)-Abnormality of the spleen (HP:0001743), Gastrointestinal inflammation (HP:0004386)-Gastroesophageal reflux (HP:0002020), Pneumonia (HP:0002090)-Depressed nasal ridge (HP:0000457), Recurrent respiratory infections (HP:0002205)-Depressed nasal ridge (HP:0000457), 	Pneumonia (HP:0002090)-abnormal pulmonary artery morphology (MP:0000484), Recurrent respiratory infections (HP:0002205)-abnormal pulmonary artery morphology (MP:0000484), 		Proximity to BCL11B associated with Immunodeficiency 49 (OMIM:617237): Eczema (HP:0000964)-Inflammatory abnormality of the skin (HP:0011123), Atopic dermatitis (HP:0001047)-Inflammatory abnormality of the skin (HP:0011123), Recurrent skin infections (HP:0001581)-Inflammatory abnormality of the skin (HP:0011123), Gastrointestinal inflammation (HP:0004386)-Inflammatory abnormality of the skin (HP:0011123), Pneumonia (HP:0002090)-Inflammatory abnormality of the skin (HP:0011123), Recurrent respiratory infections (HP:0002205)-Pulmonary artery stenosis (HP:0004415), 	Proximity to BCL11B Eczema (HP:0000964)-impaired skin barrier function (MP:0002796), Atopic dermatitis (HP:0001047)-impaired skin barrier function (MP:0002796), Recurrent skin infections (HP:0001581)-impaired skin barrier function (MP:0002796), Gastrointestinal inflammation (HP:0004386)-abnormal suckling behavior (MP:0001436), Pneumonia (HP:0002090)-abnormal suckling behavior (MP:0001436), 	
KIR2DL1	3802	0.5021	0.9962	0.7465	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0				Proximity to HLA-C associated with Psoriasis susceptibility 1 (OMIM:177900): Eczema (HP:0000964)-Psoriasiform dermatitis (HP:0003765), Atopic dermatitis (HP:0001047)-Psoriasiform dermatitis (HP:0003765), Recurrent skin infections (HP:0001581)-Psoriasiform dermatitis (HP:0003765), Gastrointestinal inflammation (HP:0004386)-Psoriasiform dermatitis (HP:0003765), Pneumonia (HP:0002090)-Psoriasiform dermatitis (HP:0003765), Recurrent respiratory infections (HP:0002205)-Arthritis (HP:0001369), 		
CSMD1	64478	0.5000	0.9942	0.7389	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0					Proximity to HOXA5 Eczema (HP:0000964)-lung inflammation (MP:0001861), Atopic dermatitis (HP:0001047)-lung inflammation (MP:0001861), Recurrent skin infections (HP:0001581)-lung inflammation (MP:0001861), Gastrointestinal inflammation (HP:0004386)-lung inflammation (MP:0001861), Pneumonia (HP:0002090)-lung inflammation (MP:0001861), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
DNAH10	196385	0.5003	0.9810	0.7155	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to DNAH9 associated with Primary ciliary dyskinesia (ORPHA:244): Eczema (HP:0000964)-Pneumonia (HP:0002090), Atopic dermatitis (HP:0001047)-Pneumonia (HP:0002090), Recurrent skin infections (HP:0001581)-Pneumonia (HP:0002090), Gastrointestinal inflammation (HP:0004386)-Pneumonia (HP:0002090), Pneumonia (HP:0002090)-Pneumonia (HP:0002090), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), 		
RBMXL2	27288	0.5000	0.9752	0.7038	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0					Proximity to SIRT1 Eczema (HP:0000964)-lung inflammation (MP:0001861), Atopic dermatitis (HP:0001047)-lung inflammation (MP:0001861), Recurrent skin infections (HP:0001581)-lung inflammation (MP:0001861), Gastrointestinal inflammation (HP:0004386)-lung inflammation (MP:0001861), Pneumonia (HP:0002090)-lung inflammation (MP:0001861), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
TPTE	7179	0.5009	0.9183	0.5872	0.0000	0.0000	0.0000	0.5009	0.5009	1.0000	0				Proximity to PIK3CD associated with Immunodeficiency 14 (OMIM:615513): Eczema (HP:0000964)-Immunodeficiency (HP:0002721), Atopic dermatitis (HP:0001047)-Immunodeficiency (HP:0002721), Recurrent skin infections (HP:0001581)-Immunodeficiency (HP:0002721), Gastrointestinal inflammation (HP:0004386)-Immunodeficiency (HP:0002721), Pneumonia (HP:0002090)-Recurrent sinopulmonary infections (HP:0005425), Recurrent respiratory infections (HP:0002205)-Recurrent sinopulmonary infections (HP:0005425), 	Proximity to PIK3CD Eczema (HP:0000964)-intestinal inflammation (MP:0001858), Atopic dermatitis (HP:0001047)-intestinal inflammation (MP:0001858), Recurrent skin infections (HP:0001581)-intestinal inflammation (MP:0001858), Gastrointestinal inflammation (HP:0004386)-intestinal inflammation (MP:0001858), Pneumonia (HP:0002090)-intestinal inflammation (MP:0001858), 	
