#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
SCN9A	6335	0.5145	1.0000	0.7762	0.4050	0.5145	0.0000	0.0000	0.5145	1.0000	0	Primary erythromelalgia (ORPHA:90026): Eczema (HP:0000964)-Vasculitis (HP:0002633), Thrombocytopenia (HP:0001873)-Abnormal thrombocyte morphology (HP:0001872), Decreased mean platelet volume (HP:0005537)-Abnormal thrombocyte morphology (HP:0001872), Otitis media (HP:0000388)-Vasculitis (HP:0002633), Hematochezia (HP:0002573)-Vasculitis (HP:0002633), 	Eczema (HP:0000964)-dermatitis (MP:0001194), Otitis media (HP:0000388)-dermatitis (MP:0001194), 				
RBFOX1	54715	0.5000	0.9984	0.7463	0.0000	0.0000	0.2123	0.5000	0.5000	1.0000	0			Hematochezia (HP:0002573)-abnormal(ly) arrested blood circulation (ZP:0000450), 		Proximity to AIF1 Eczema (HP:0000964)-decreased susceptibility to induced arthritis (MP:0003436), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-thrombocytopenia (MP:0003179), Otitis media (HP:0000388)-decreased susceptibility to induced arthritis (MP:0003436), 	
GPAT3	84803	0.5000	0.9949	0.7400	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HLCS associated with Holocarboxylase synthetase deficiency (ORPHA:79242): Eczema (HP:0000964)-Perioral eczema (HP:0011127), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Otitis media (HP:0000388)-Perioral eczema (HP:0011127), Hematochezia (HP:0002573)-Anorexia (HP:0002039), 		
SMYD3	64754	0.5000	0.9932	0.7371	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HPGD associated with Pachydermoperiostosis (ORPHA:2796): Eczema (HP:0000964)-Seborrheic dermatitis (HP:0001051), Thrombocytopenia (HP:0001873)-Anemia (HP:0001903), Decreased mean platelet volume (HP:0005537)-Anemia (HP:0001903), Otitis media (HP:0000388)-Osteomyelitis (HP:0002754), Hematochezia (HP:0002573)-Gastrointestinal hemorrhage (HP:0002239), 	Proximity to HPGD Hematochezia (HP:0002573)-congestive heart failure (MP:0006138), 	
RGPD1	400966	0.5002	0.9842	0.7210	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to RAG1 associated with Severe combined immunodeficiency, B cell-negative (OMIM:601457): Eczema (HP:0000964)-Pneumonia (HP:0002090), Thrombocytopenia (HP:0001873)-B lymphocytopenia (HP:0010976), Decreased mean platelet volume (HP:0005537)-B lymphocytopenia (HP:0010976), Otitis media (HP:0000388)-Otitis media (HP:0000388), Hematochezia (HP:0002573)-Diarrhea (HP:0002014), 	Proximity to RAG1 Eczema (HP:0000964)-dermatitis (MP:0001194), Thrombocytopenia (HP:0001873)-increased eosinophil cell number (MP:0005011), Decreased mean platelet volume (HP:0005537)-increased eosinophil cell number (MP:0005011), Otitis media (HP:0000388)-ear inflammation (MP:0001849), Hematochezia (HP:0002573)-decreased vascular permeability (MP:0003071), 	Proximity to RAG1 Eczema (HP:0000964)-abnormal(ly) disrupted immunoglobulin heavy chain V-D-J recombination (ZP:0010233), Thrombocytopenia (HP:0001873)-abnormal(ly) decreased amount lymphocyte (ZP:0000560), Decreased mean platelet volume (HP:0005537)-abnormal(ly) present in greater numbers in organism granulocyte (ZP:0010236), Otitis media (HP:0000388)-abnormal(ly) disrupted immunoglobulin heavy chain V-D-J recombination (ZP:0010233), 
DLC1	10395	0.5001	0.9773	0.7080	0.1489	0.0000	0.0000	0.5001	0.5001	1.0000	0	Colorectal cancer, somatic (OMIM:114500): Hematochezia (HP:0002573)-Neoplasm of the stomach (HP:0006753), 			Proximity to DOCK8 associated with Hyper-IgE recurrent infection syndrome, autosomal recessive (OMIM:243700): Eczema (HP:0000964)-Eczema (HP:0000964), Thrombocytopenia (HP:0001873)-Eosinophilia (HP:0001880), Decreased mean platelet volume (HP:0005537)-Eosinophilia (HP:0001880), Otitis media (HP:0000388)-Eczema (HP:0000964), Hematochezia (HP:0002573)-Subarachnoid hemorrhage (HP:0002138), 	Proximity to DOCK8 Thrombocytopenia (HP:0001873)-decreased T cell number (MP:0005018), 	
OR8U1	219417	0.5000	0.9701	0.6938	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ACTN1 associated with Bleeding disorder, platelet-type, 15 (OMIM:615193): Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Increased mean platelet volume (HP:0011877), Hematochezia (HP:0002573)-Epistaxis (HP:0000421), 		
TOP2B	7155	0.5068	0.9533	0.6760	0.0000	0.0000	0.0000	0.5068	0.5068	1.0000	0				Proximity to SMARCD2 associated with Specific granule deficiency 2 (OMIM:617475): Eczema (HP:0000964)-Recurrent otitis media (HP:0000403), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Otitis media (HP:0000388)-Recurrent otitis media (HP:0000403), Hematochezia (HP:0002573)-Diarrhea (HP:0002014), 		Proximity to SMARCD2 Thrombocytopenia (HP:0001873)-abnormal(ly) decreased amount neutrophil (ZP:0000563), Decreased mean platelet volume (HP:0005537)-abnormal(ly) decreased amount neutrophil (ZP:0000563), 
DCHS2	54798	0.5000	0.7966	0.3154	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to APC associated with Turcot syndrome with polyposis (ORPHA:99818): Eczema (HP:0000964)-Leukemia (HP:0001909), Otitis media (HP:0000388)-Leukemia (HP:0001909), Hematochezia (HP:0002573)-Hematochezia (HP:0002573), 	Proximity to APC Thrombocytopenia (HP:0001873)-anemia (MP:0001577), Decreased mean platelet volume (HP:0005537)-anemia (MP:0001577), Hematochezia (HP:0002573)-rectal hemorrhage (MP:0003293), 	Proximity to APC Hematochezia (HP:0002573)-abnormal(ly) disrupted digestive tract development (ZP:0000480), 
CDHR5	53841	0.5000	0.7434	0.2204	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PTEN associated with Juvenile polyposis of infancy (ORPHA:79076): Eczema (HP:0000964)-Hemangioma (HP:0001028), Thrombocytopenia (HP:0001873)-Refractory anemia (HP:0005505), Decreased mean platelet volume (HP:0005537)-Refractory anemia (HP:0005505), Hematochezia (HP:0002573)-Hematochezia (HP:0002573), 	Proximity to PTEN Eczema (HP:0000964)-increased mammary gland tumor incidence (MP:0010299), Hematochezia (HP:0002573)-colon polyps (MP:0003269), 	Proximity to PTEN Thrombocytopenia (HP:0001873)-abnormal(ly) decreased amount macrophage (ZP:0003789), Decreased mean platelet volume (HP:0005537)-abnormal(ly) decreased amount macrophage (ZP:0003789), 
