#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
PTPN11	5781	0.8959	1.0000	0.9946	0.7791	0.8959	0.2539	0.5361	0.8959	1.0000	0	Noonan syndrome with multiple lentigines (ORPHA:500): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Webbed neck (HP:0000465), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Wide nasal bridge (HP:0000431), Short nose (HP:0003196)-Wide nasal bridge (HP:0000431), 	Low-set, posteriorly rotated ears (HP:0000368)-abnormal organ of Corti morphology (MP:0000042), Hypertelorism (HP:0000316)-ocular hypertelorism (MP:0001300), Wide nose (HP:0000445)-depressed nasal bridge (MP:0030034), Short nose (HP:0003196)-depressed nasal bridge (MP:0030034), 	Broad neck (HP:0000475)-abnormal(ly) structure pharyngeal arch 1 (ZP:0004157), 	Proximity to DDR2 associated with Spondylometaepiphyseal dysplasia, short limb-hand type (OMIM:271665): Short stature (HP:0004322)-Disproportionate short-limb short stature (HP:0008873), Broad neck (HP:0000475)-Abnormality of the neck (HP:0000464), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Proximity to DDR2 Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), Hypertelorism (HP:0000316)-exophthalmos (MP:0002750), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
RBFOX1	54715	0.5008	0.9984	0.7479	0.0000	0.3154	0.0000	0.5008	0.5008	1.0000	0		Short stature (HP:0004322)-short tibia (MP:0002764), 		Proximity to ATN1 associated with Congenital hypotonia, epilepsy, developmental delay, and digital anomalies (OMIM:618494): Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Hypertelorism (HP:0000316)-Deeply set eye (HP:0000490), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 		
SMYD3	64754	0.5024	0.9932	0.7420	0.0000	0.0000	0.0000	0.5024	0.5024	1.0000	0				Proximity to EED associated with Weaver syndrome (ORPHA:3447): Short stature (HP:0004322)-Tall stature (HP:0000098), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), 		
GPAT3	84803	0.5006	0.9949	0.7411	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to SMCHD1 associated with Bosma arhinia microphthalmia syndrome (OMIM:603457): Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Aplasia of the nose (HP:0009927), Short nose (HP:0003196)-Aplasia of the nose (HP:0009927), 		
RGPD1	400966	0.5033	0.9842	0.7274	0.0000	0.3360	0.0000	0.5033	0.5033	1.0000	0		Hypertelorism (HP:0000316)-abnormal rod electrophysiology (MP:0004021), 		Proximity to GRIP1 associated with Fraser syndrome (ORPHA:2052): Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Midline nasal groove (HP:0004112), Short nose (HP:0003196)-Underdeveloped nasal alae (HP:0000430), 	Proximity to GRIP1 Hypertelorism (HP:0000316)-abnormal eye morphology (MP:0002092), 	
DLC1	10395	0.5026	0.9773	0.7133	0.0000	0.3333	0.0000	0.5026	0.5026	1.0000	0		Broad neck (HP:0000475)-abnormal pharyngeal arch morphology (MP:0002884), 		Proximity to FGD1 associated with Aarskog-Scott syndrome (ORPHA:915): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 	Proximity to FGD1 Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), Hypertelorism (HP:0000316)-microphthalmia (MP:0001297), 	
OR8U1	219417	0.5000	0.9701	0.6938	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MPDZ associated with Hydrocephalus, congenital, 2, with or without brain or eye anomalies (OMIM:615219): Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 	Proximity to MPDZ Low-set, posteriorly rotated ears (HP:0000368)-increased or absent threshold for auditory brainstem response (MP:0011967), Hypertelorism (HP:0000316)-abnormal retinal vasculature morphology (MP:0002792), 	
TOP2B	7155	0.5056	0.9533	0.6733	0.0000	0.0000	0.0000	0.5056	0.5056	1.0000	0				Proximity to SMC1A associated with Cornelia de Lange syndrome (ORPHA:199): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 		
SCN9A	6335	0.3625	1.0000	0.4166	0.3025	0.3625	0.0000	0.0000	0.3625	1.0000	0	Dravet syndrome (ORPHA:33069): Broad neck (HP:0000475)-Limited neck range of motion (HP:0000466), 	Wide nose (HP:0000445)-anosmia (MP:0004512), Short nose (HP:0003196)-anosmia (MP:0004512), 				
DCHS2	54798	0.5001	0.7966	0.3155	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to FAT4 associated with Cerebrofacioarticular syndrome (ORPHA:314679): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Microtia (HP:0008551), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Bilateral choanal atresia/stenosis (HP:0200138), Short nose (HP:0003196)-Bilateral choanal atresia/stenosis (HP:0200138), 	Proximity to FAT4 Low-set, posteriorly rotated ears (HP:0000368)-abnormal cochlea morphology (MP:0000031), Wide nose (HP:0000445)-small lung (MP:0003641), Short nose (HP:0003196)-small lung (MP:0003641), 	
